,cv,entropy,nonzero_ratio
PDCD1,12.101299,4.7935224,0.006911873611453962
MYBPC1,13.125186,4.5656424,0.005924463095531967
ABCC11,13.739556,4.436936,0.0054307578375709705
NegControlProbe_00035,14.32843,4.3087993,0.004937052579609973
C7,15.593662,4.0688734,0.004196494692668477
BLANK_0411,17.197077,3.7882373,0.003455936805726981
NegControlProbe_00014,20.27021,3.3099854,0.0024685262898049864
BLANK_0438,21.376925,3.1573997,0.002221673660824488
NegControlProbe_00042,22.90193,2.974385,0.001974821031843989
NegControlProbe_00009,26.154524,2.5745063,0.0014811157738829918
NegControlProbe_00017,28.489986,2.31971,0.0012342631449024932
BLANK_0443,28.802982,2.3038683,0.0012342631449024932
BLANK_0472,28.48523,2.3199706,0.0012342631449024932
BLANK_0405,31.933361,1.9942309,0.0009874105159219946
NegControlProbe_00003,31.819067,1.9994794,0.0009874105159219946
BLANK_0449,31.888931,1.9963536,0.0009874105159219946
NegControlProbe_00022,31.95005,1.993572,0.0009874105159219946
NegControlProbe_00031,32.195473,1.9832666,0.0009874105159219946
NegControlProbe_00039,37.14412,1.5681381,0.0007405578869414959
NegControlProbe_00012,37.07598,1.5709425,0.0007405578869414959
NegControlProbe_00004,36.97526,1.5752672,0.0007405578869414959
BLANK_0430,37.36513,1.5600288,0.0007405578869414959
NegControlProbe_00033,37.08021,1.5710534,0.0007405578869414959
BLANK_0470,36.82295,1.5814431,0.0007405578869414959
BLANK_0482,36.84539,1.580482,0.0007405578869414959
NegControlProbe_00025,36.90913,1.5779859,0.0007405578869414959
BLANK_0461,36.88868,1.5787259,0.0007405578869414959
BLANK_0457,46.366016,0.9549293,0.0004937052579609973
BLANK_0428,45.744923,0.9756162,0.0004937052579609973
BLANK_0445,45.025475,0.99901795,0.0004937052579609973
BLANK_0437,45.12437,0.9958289,0.0004937052579609973
BLANK_0448,45.0035,0.99971914,0.0004937052579609973
BLANK_0451,45.85304,0.9720318,0.0004937052579609973
BLANK_0424,45.00264,0.9997537,0.0004937052579609973
BLANK_0458,45.16257,0.99459046,0.0004937052579609973
BLANK_0463,45.20061,0.9933477,0.0004937052579609973
BLANK_0452,44.999416,0.99983317,0.0004937052579609973
BLANK_0409,45.437992,0.9856692,0.0004937052579609973
BLANK_0423,45.86853,0.9715666,0.0004937052579609973
BLANK_0400,45.180035,0.9940233,0.0004937052579609973
NegControlProbe_00016,45.394985,0.9870652,0.0004937052579609973
NegControlProbe_00013,45.91587,0.9699142,0.0004937052579609973
BLANK_0491,45.142937,0.99522644,0.0004937052579609973
NegControlCodeword_0500,45.04968,0.99823314,0.0004937052579609973
BLANK_0489,45.22712,0.99254715,0.0004937052579609973
NegControlCodeword_0503,45.214867,0.9929124,0.0004937052579609973
BLANK_0069,45.134106,0.995498,0.0004937052579609973
BLANK_0481,45.00793,0.999555,0.0004937052579609973
BLANK_0403,45.043995,0.9984421,0.0004937052579609973
BLANK_0412,45.41108,0.9866239,0.0004937052579609973
BLANK_0462,45.154434,0.9948595,0.0004937052579609973
BLANK_0473,63.64254,0.0,0.00024685262898049864
BLANK_0464,63.64388,0.0,0.00024685262898049864
BLANK_0465,63.640068,0.0,0.00024685262898049864
BLANK_0466,63.63997,0.0,0.00024685262898049864
BLANK_0479,63.639893,0.0,0.00024685262898049864
BLANK_0477,63.63966,0.0,0.00024685262898049864
BLANK_0494,63.639904,0.0,0.00024685262898049864
BLANK_0426,63.642803,0.0,0.00024685262898049864
BLANK_0460,63.64268,0.0,0.00024685262898049864
BLANK_0414,63.642826,0.0,0.00024685262898049864
NegControlProbe_00024,63.640465,0.0,0.00024685262898049864
NegControlProbe_00002,63.639603,0.0,0.00024685262898049864
NegControlCodeword_0502,63.640347,0.0,0.00024685262898049864
NegControlCodeword_0505,63.64437,0.0,0.00024685262898049864
BLANK_0402,63.63967,0.0,0.00024685262898049864
BLANK_0410,63.63984,0.0,0.00024685262898049864
BLANK_0416,63.64026,0.0,0.00024685262898049864
BLANK_0459,63.642326,0.0,0.00024685262898049864
BLANK_0422,63.643574,0.0,0.00024685262898049864
BLANK_0431,63.639996,0.0,0.00024685262898049864
BLANK_0432,63.640602,0.0,0.00024685262898049864
BLANK_0435,63.640793,0.0,0.00024685262898049864
BLANK_0447,63.63969,0.0,0.00024685262898049864
BLANK_0456,63.63974,0.0,0.00024685262898049864
BLANK_0497,63.63962,0.0,0.00024685262898049864
