,cv,nonzero_ratio
AC002064.1,56.38982887006718,0.00039184952978056425
AC002064.2,220.19763849774762,2.062365946213496e-05
AC002064.3,127.12854387062355,6.187097838640488e-05
AC002066.1,18.011741137153315,0.004104108232964857
AC002069.1,35.028275983015156,0.001031182973106748
AC002070.1,16.220229978839846,0.004805312654677446
AC002072.1,30.495058958392427,0.0014024088434251773
AC002074.1,19.248169962219478,0.0035678930869493483
AC002074.2,134.84064669080254,6.187097838640488e-05
AC002075.1,110.09541316512585,8.249463784853984e-05
AC002075.2,7.927294703536294,0.016767035142715724
AC002076.1,64.85858743171096,0.00028873123246988945
AC002076.2,220.19763849785033,2.062365946213496e-05
AC002091.1,18.304237268511628,0.003650387724797888
AC002091.2,132.11616100994385,6.187097838640488e-05
AC002094.1,27.490279849321272,0.0016911400758950668
AC002094.2,42.48936617708155,0.0006393334433261838
AC002094.3,93.41755723628613,0.00014436561623494472
AC002094.4,51.63177316345447,0.000515591486553374
AC002094.5,220.19763849777897,2.062365946213496e-05
AC002101.1,97.09388354686713,0.00014436561623494472
AC002115.1,62.27391107038245,0.0003093548919320244
AC002116.1,7.751886634552234,0.020974261672991254
AC002116.2,12.225579011708819,0.009363141395809273
AC002128.1,25.95900885983084,0.002103613265137766
AC002128.2,104.32670427310909,0.0001031182973106748
AC002306.1,72.16962342603075,0.0002062365946213496
AC002310.1,8.260733717085156,0.01936561623494473
AC002310.2,23.110850861751913,0.0023304735192212506
AC002310.3,58.35393575571631,0.00035060221085629433
AC002310.4,22.22279730260716,0.002639828411153275
AC002310.5,58.25083690387545,0.00032997855139415937
AC002331.1,32.26041498492687,0.001134301270417423
AC002347.1,89.89067434015776,0.00012374195677280976
AC002347.2,48.53921667635145,0.00045372050816696913
AC002350.1,18.61541279728161,0.0038772479788813726
AC002351.1,220.19763849775504,2.062365946213496e-05
AC002367.1,127.12854387061833,6.187097838640488e-05
AC002375.1,82.38519284428763,0.00016498927569707968
AC002377.1,28.129834370264717,0.001629269097508662
AC002378.1,67.41476099495824,0.0002681075730077545
AC002383.1,56.45168188411754,0.00032997855139415937
AC002398.1,15.768836929447708,0.00527965682230655
AC002398.2,53.10020319121124,0.0003712258703184293
AC002401.1,52.419012146984116,0.00039184952978056425
AC002401.2,155.70163775629084,4.124731892426992e-05
AC002401.3,110.09541316511827,8.249463784853984e-05
AC002401.4,49.77223679475366,0.000515591486553374
AC002407.1,77.52360344378707,0.00018561293515921464
AC002428.1,220.19763849777956,2.062365946213496e-05
AC002429.2,13.896838276342386,0.0061664741791783535
AC002451.1,10.64046333833773,0.011157399769015013
AC002454.1,29.61295755655934,0.0013611615245009074
AC002456.1,20.765098876001364,0.003176043557168784
AC002458.1,220.19763849775003,2.062365946213496e-05
AC002460.2,19.428449409684468,0.003237914535555189
AC002463.1,9.718865685266643,0.012271077379970302
AC002464.1,12.347226071945476,0.009033162844415113
AC002465.2,127.12854387061272,8.249463784853984e-05
AC002467.1,9.744648929807422,0.014024088434251774
AC002470.1,6.312219274607007,0.03349282296650718
AC002470.2,9.977741340054239,0.01321976571522851
AC002472.1,110.09541316514725,8.249463784853984e-05
AC002472.2,22.990237886169012,0.0023510971786833857
AC002472.4,84.3242155808932,0.0002062365946213496
AC002480.1,20.873790233219452,0.0030316779409338395
AC002480.2,28.344170040926436,0.0013611615245009074
AC002486.2,220.19763849775552,2.062365946213496e-05
AC002504.1,127.12854387061591,6.187097838640488e-05
AC002519.1,116.51454844777507,8.249463784853984e-05
AC002519.2,123.09142943354375,0.0001031182973106748
AC002524.1,220.19763849775202,2.062365946213496e-05
AC002529.1,220.19763849777175,2.062365946213496e-05
AC002540.1,174.08044117588398,4.124731892426992e-05
AC002543.1,55.379721742263655,0.00045372050816696913
AC002545.1,49.228040789793866,0.0004124731892426992
AC002546.1,49.73743916248375,0.00043309684870483417
AC002550.1,28.87790978358637,0.0017736347137436066
AC002550.2,21.63263487785009,0.0025160864543804654
AC002551.1,116.5145484477962,8.249463784853984e-05
AC002553.1,39.289077094631274,0.0007012044217125887
AC002553.2,36.046069265081265,0.001051806632568883
AC002558.1,82.05756786817976,0.00018561293515921464
AC002558.2,220.1976384977667,2.062365946213496e-05
AC002558.3,38.820961602920725,0.0011961722488038277
AC002563.1,220.19763849775484,2.062365946213496e-05
AC002985.1,10.222897421996302,0.011074905131166475
AC002996.1,14.996804244971859,0.005836495627784194
AC003001.1,155.70163775629842,4.124731892426992e-05
AC003001.2,220.19763849775475,2.062365946213496e-05
AC003002.1,50.84315752061121,0.000494967827091239
AC003002.2,5.123987233621112,0.05042484738491998
AC003002.3,27.072832586580432,0.0017323873948193367
AC003005.1,11.194710783223426,0.01027058241214321
AC003005.2,87.03591212824772,0.00018561293515921464
AC003006.1,14.909523097854684,0.005712753671011385
AC003009.1,220.19763849777405,2.062365946213496e-05
AC003035.1,98.4713156202952,0.0001031182973106748
AC003035.2,164.12427540669415,4.124731892426992e-05
AC003043.1,110.09541316507975,8.249463784853984e-05
AC003043.2,116.5145484477574,8.249463784853984e-05
AC003044.1,53.47018193959245,0.00043309684870483417
AC003071.1,220.19763849776,2.062365946213496e-05
AC003071.2,220.19763849777388,2.062365946213496e-05
AC003072.1,28.43646695814935,0.0013817851839630425
AC003077.1,220.1976384977801,2.062365946213496e-05
AC003080.1,174.08044117588074,4.124731892426992e-05
AC003086.1,62.219816421782895,0.00032997855139415937
AC003087.1,220.19763849775302,2.062365946213496e-05
AC003092.1,110.09541316512642,8.249463784853984e-05
