CELL_ID,CELL_TYPE
70596,Stromal / Fibroblast
70597,Tumor (Podo+)
70598,Tumor (CD21+)
70599,Macrophage
70600,Naive immune cell
70601,Granulocyte
70602,Tumor (CD15+)
70603,Granulocyte
70604,Vessel
70605,Vessel
70606,CD8 T cell
70607,Macrophage
70608,Macrophage
70609,Tumor
70611,Granulocyte
70612,CD8 T cell
70613,CD4 T cell
70614,CD8 T cell
70615,Granulocyte
70616,Tumor (CD15+)
70617,Stromal / Fibroblast
70618,Vessel
70619,Granulocyte
70620,APC
70621,Macrophage
70622,Vessel
70623,Tumor (Podo+)
70624,APC
70625,CD8 T cell
70626,CD4 T cell
70627,Stromal / Fibroblast
70628,CD8 T cell
70629,Macrophage
70630,Tumor (Podo+)
70631,CD4 T cell
70632,CD8 T cell
70633,Stromal / Fibroblast
70634,Tumor (Podo+)
70635,CD4 T cell
70636,Vessel
70637,CD4 T cell
70638,CD4 T cell
70639,B cell
70640,Tumor (CD15+)
70641,Stromal / Fibroblast
70642,Tumor (CD15+)
70643,Tumor (Podo+)
70644,CD4 T cell
70645,Stromal / Fibroblast
70646,Tumor (CD21+)
70647,CD4 T cell
70648,Stromal / Fibroblast
70650,Stromal / Fibroblast
70651,CD8 T cell
70652,Vessel
70653,Tumor (Ki67+)
70654,Granulocyte
70655,Stromal / Fibroblast
70656,Macrophage
70657,CD4 T cell
70658,Stromal / Fibroblast
70659,Granulocyte
70660,Lymph vessel
70661,Tumor
70662,Macrophage
70663,CD8 T cell
70664,Vessel
70665,Stromal / Fibroblast
70666,CD4 T cell
70667,CD4 T cell
70668,Tumor (Podo+)
70669,Macrophage
70670,CD4 T cell
70671,Tumor
70672,Naive immune cell
70673,CD8 T cell
70674,Macrophage
70675,CD4 T cell
70676,CD4 T cell
70677,Tumor
70678,CD4 T cell
70679,CD8 T cell
70680,Stromal / Fibroblast
70681,Stromal / Fibroblast
70682,Tumor (Ki67+)
70683,Vessel
70684,Macrophage
70685,Vessel
70686,Macrophage
70687,CD8 T cell
70688,Tumor (CD15+)
70689,Macrophage
70690,Tumor (Ki67+)
70691,Tumor (Podo+)
70692,Granulocyte
70693,CD4 T cell
70694,CD8 T cell
70695,CD4 T cell
70696,Naive immune cell
70697,CD4 T cell
70698,Vessel
70699,Tumor (Ki67+)
70700,Tumor (Ki67+)
70701,Macrophage
70702,CD4 T cell
70703,Tumor (Ki67+)
70704,Tumor (CD20+)
70705,CD8 T cell
70706,Tumor
70707,CD8 T cell
70708,CD4 T cell
70709,Naive immune cell
70710,Tumor (CD20+)
70711,CD4 T cell
70712,Tumor (Podo+)
70713,CD4 T cell
70714,Macrophage
70715,CD4 T cell
70716,Stromal / Fibroblast
70717,Tumor (CD21+)
70718,Macrophage
70719,Macrophage
70720,Granulocyte
70721,Granulocyte
70722,CD8 T cell
70723,Macrophage
70724,CD8 T cell
70725,Stromal / Fibroblast
70726,Granulocyte
70727,Tumor (Podo+)
70728,Tumor (Podo+)
70729,CD4 T cell
70730,Tumor (CD21+)
70731,Stromal / Fibroblast
70732,Macrophage
70733,Tumor (Ki67+)
70734,Granulocyte
70735,Macrophage
70736,Macrophage
70737,Stromal / Fibroblast
70738,Stromal / Fibroblast
70739,Macrophage
70740,CD4 T cell
70741,Tumor (CD21+)
70742,Macrophage
70743,CD8 T cell
70744,Naive immune cell
70745,Tumor (Podo+)
70746,Granulocyte
70747,Tumor (Podo+)
70748,Tumor
70749,APC
70750,B cell
70751,Vessel
70752,Naive immune cell
70753,CD8 T cell
70754,Macrophage
70755,Granulocyte
70756,Macrophage
70757,Stromal / Fibroblast
70758,CD4 T cell
70759,Macrophage
70760,Stromal / Fibroblast
70761,Tumor (Ki67+)
70762,Macrophage
70763,Macrophage
70764,Granulocyte
70765,CD4 T cell
70766,Granulocyte
70767,B cell
70768,Macrophage
70769,CD4 T cell
70770,Macrophage
70771,Macrophage
70772,Stromal / Fibroblast
70773,Stromal / Fibroblast
70774,Stromal / Fibroblast
70775,CD8 T cell
70776,APC
70777,Macrophage
70778,Granulocyte
70779,Tumor (CD21+)
70780,Tumor (CD15+)
70781,Granulocyte
70782,Vessel
70783,B cell
70784,CD4 T cell
70785,Stromal / Fibroblast
70786,CD4 T cell
70787,Tumor (Ki67+)
70788,Macrophage
70789,Granulocyte
70790,Tumor
70791,CD4 T cell
70792,Granulocyte
70793,CD4 T cell
70794,Tumor
70795,Tumor
70796,Tumor (Podo+)
70797,Granulocyte
70798,CD4 T cell
70799,Tumor (Ki67+)
70800,CD4 T cell
70801,CD8 T cell
70802,Granulocyte
70803,CD8 T cell
70804,Macrophage
70805,Granulocyte
70806,CD8 T cell
70807,Stromal / Fibroblast
70808,Stromal / Fibroblast
70809,CD8 T cell
70810,Tumor
70811,Tumor (Ki67+)
70812,Tumor (Ki67+)
70813,Vessel
70814,Stromal / Fibroblast
70815,CD8 T cell
70816,Granulocyte
70817,Granulocyte
70818,CD4 T cell
70819,Stromal / Fibroblast
70820,Tumor (Podo+)
70821,Tumor
70822,Tumor (CD20+)
70823,Tumor (Podo+)
70824,Macrophage
70825,CD8 T cell
70826,CD4 T cell
70827,B cell
70828,CD8 T cell
70829,Macrophage
70830,Granulocyte
70831,Macrophage
70832,CD8 T cell
70833,Macrophage
70834,Stromal / Fibroblast
70835,Tumor (Ki67+)
70836,CD4 T cell
70837,Macrophage
70838,Tumor
70839,Tumor
70840,Tumor (Podo+)
70841,CD8 T cell
70842,Stromal / Fibroblast
70843,Tumor
70844,Macrophage
70845,Macrophage
70846,Tumor
70847,Tumor (Ki67+)
70848,CD8 T cell
70849,CD4 T cell
70850,CD4 T cell
70851,Vessel
70852,Stromal / Fibroblast
70853,Tumor (Podo+)
70854,Macrophage
70855,Stromal / Fibroblast
70856,Tumor (Ki67+)
70857,Macrophage
70858,Macrophage
70859,Macrophage
70860,Tumor (Ki67+)
70861,CD4 T cell
70862,Stromal / Fibroblast
70863,Tumor
70864,Macrophage
70865,Tumor (Podo+)
70866,Macrophage
70867,Tumor
70868,Tumor (Ki67+)
70869,Granulocyte
70870,CD4 T cell
70871,B cell
70872,Tumor (CD15+)
70873,Tumor (CD21+)
70874,Tumor (CD21+)
70875,Tumor (CD21+)
70876,Naive immune cell
70877,CD4 T cell
70878,CD4 T cell
70879,CD4 T cell
70880,CD4 T cell
70881,Tumor (Podo+)
70882,Stromal / Fibroblast
70883,Macrophage
70884,CD4 T cell
70885,Granulocyte
70886,Tumor
70887,Granulocyte
70888,CD4 T cell
70889,CD8 T cell
70890,CD4 T cell
70891,Granulocyte
70892,Tumor (CD20+)
70893,Tumor (Podo+)
70894,Macrophage
70895,Granulocyte
70896,Naive immune cell
70897,Granulocyte
70898,CD8 T cell
70899,Tumor (Podo+)
70900,Tumor (CD21+)
70901,Granulocyte
70902,CD8 T cell
70903,B cell
70904,CD4 T cell
70905,Tumor
70906,Tumor (Podo+)
70907,CD4 T cell
70908,Macrophage
70909,CD4 T cell
70910,Stromal / Fibroblast
70911,Macrophage
70912,CD8 T cell
70913,Tumor (Podo+)
70914,Tumor (Podo+)
70915,Granulocyte
70916,Tumor
70917,Macrophage
70918,Granulocyte
70919,Tumor (Podo+)
70920,CD4 T cell
70921,Macrophage
70922,Stromal / Fibroblast
70923,CD8 T cell
70924,Stromal / Fibroblast
70925,CD4 T cell
70926,Tumor (Podo+)
70927,Granulocyte
70928,Granulocyte
70929,Macrophage
70930,Tumor (CD21+)
70931,Macrophage
70932,Stromal / Fibroblast
70933,Macrophage
70934,Macrophage
70935,Vessel
70936,Naive immune cell
70937,Tumor
70938,Macrophage
70939,Macrophage
70940,Tumor
70941,Tumor (Ki67+)
70942,CD4 T cell
70943,CD8 T cell
70944,Macrophage
70945,Macrophage
70946,Tumor (Ki67+)
70947,Granulocyte
70948,Macrophage
70949,Macrophage
70950,Tumor
70951,APC
70952,Tumor (Podo+)
70953,Tumor (Ki67+)
70954,Macrophage
70955,CD8 T cell
70956,Macrophage
70957,CD4 T cell
70958,Tumor (Ki67+)
70959,Granulocyte
70960,Tumor
70961,CD4 T cell
70962,Macrophage
70963,Macrophage
70965,Macrophage
70966,APC
70967,CD8 T cell
70968,Macrophage
70969,CD4 T cell
70970,Granulocyte
70971,Macrophage
70972,Macrophage
70973,CD4 T cell
70974,Stromal / Fibroblast
70975,Macrophage
70976,Tumor (Podo+)
70977,Macrophage
70978,Stromal / Fibroblast
70979,Tumor
70980,B cell
70981,Tumor (Podo+)
70982,Macrophage
70983,CD4 T cell
70984,Tumor (Podo+)
70985,APC
70986,CD8 T cell
70987,APC
70988,Tumor
70989,Macrophage
70990,CD8 T cell
70991,Granulocyte
70992,Macrophage
70993,CD4 T cell
70994,B cell
70995,CD8 T cell
70996,CD4 T cell
70997,Granulocyte
70998,Tumor (Podo+)
70999,Tumor (CD21+)
71000,Granulocyte
71001,Stromal / Fibroblast
71002,Macrophage
71003,Macrophage
71004,Tumor (Ki67+)
71005,Tumor (CD21+)
71006,Tumor (CD15+)
71007,Granulocyte
71008,Macrophage
71009,CD4 T cell
71010,Granulocyte
71011,Tumor
71012,Tumor (Podo+)
71013,Tumor (CD21+)
71014,CD8 T cell
71015,Macrophage
71016,Granulocyte
71017,CD4 T cell
71018,Tumor
71019,Macrophage
71020,Vessel
71021,CD8 T cell
71022,APC
71023,Macrophage
71024,Vessel
71025,Stromal / Fibroblast
71026,Tumor (Podo+)
71027,Macrophage
71028,Macrophage
71029,CD8 T cell
71030,Tumor (CD15+)
71031,CD8 T cell
71032,Granulocyte
71033,Tumor (Podo+)
71034,Vessel
71035,Naive immune cell
71036,Tumor (Podo+)
71037,Tumor (CD15+)
71038,CD8 T cell
71039,Macrophage
71040,CD4 T cell
71041,Macrophage
71042,CD4 T cell
71043,CD4 T cell
71044,Tumor (Ki67+)
71045,Macrophage
71046,Tumor (Podo+)
71047,Tumor (Podo+)
71048,Tumor (Podo+)
71049,Naive immune cell
71050,Stromal / Fibroblast
71051,CD4 T cell
71052,CD8 T cell
71053,Naive immune cell
71054,Tumor
71055,Macrophage
71056,APC
71057,Macrophage
71058,Granulocyte
71059,CD8 T cell
71060,Tumor (Ki67+)
71061,Tumor (Podo+)
71062,Lymph vessel
71063,Tumor (Podo+)
71064,CD8 T cell
71065,CD4 T cell
71066,CD8 T cell
71067,Stromal / Fibroblast
71068,Tumor (Podo+)
71069,Tumor (CD21+)
71070,Tumor (Podo+)
71071,Vessel
71072,Tumor
71073,Tumor (Podo+)
71074,Tumor (Podo+)
71075,CD4 T cell
71076,Tumor
71077,Granulocyte
71078,Stromal / Fibroblast
71079,Macrophage
71080,Tumor
71081,Macrophage
71082,Naive immune cell
71083,CD8 T cell
71084,Tumor (Podo+)
71085,Stromal / Fibroblast
71086,Tumor (CD21+)
71087,Granulocyte
71088,CD4 T cell
71089,CD8 T cell
71090,Tumor (Ki67+)
71091,Tumor (Podo+)
71092,Tumor (Podo+)
71093,CD8 T cell
71094,Macrophage
71095,Naive immune cell
71096,CD8 T cell
71097,Stromal / Fibroblast
71098,Macrophage
71099,Granulocyte
71100,Tumor
71101,Macrophage
71102,APC
71103,Macrophage
71104,Tumor
71105,CD8 T cell
71106,Macrophage
71107,CD8 T cell
71108,CD8 T cell
71109,CD4 T cell
71110,Tumor
71111,CD8 T cell
71112,Macrophage
71113,CD8 T cell
71114,Tumor (Podo+)
71115,CD4 T cell
71116,APC
71117,Macrophage
71118,CD8 T cell
71119,Granulocyte
71120,CD8 T cell
71121,CD8 T cell
71122,Tumor (Podo+)
71123,Granulocyte
71124,Vessel
71125,CD8 T cell
71126,CD4 T cell
71127,Stromal / Fibroblast
71128,Tumor (Podo+)
71129,Macrophage
71130,Stromal / Fibroblast
71131,Tumor
71132,Tumor (Podo+)
71133,Granulocyte
71134,Vessel
71135,Stromal / Fibroblast
71136,Tumor (Podo+)
71137,Tumor (CD15+)
71138,Tumor (CD21+)
71139,Macrophage
71140,Macrophage
71141,Lymph vessel
71142,Tumor (CD21+)
71143,Macrophage
71144,CD8 T cell
71145,Macrophage
71146,Naive immune cell
71147,Naive immune cell
71148,Tumor (Ki67+)
71149,CD4 T cell
71150,Tumor
71151,Granulocyte
71152,Naive immune cell
71153,Tumor (Podo+)
71155,CD8 T cell
71156,Naive immune cell
71157,Macrophage
71158,CD8 T cell
71159,Tumor
71160,CD8 T cell
71161,Granulocyte
71162,CD4 T cell
71163,Tumor (Podo+)
71164,Granulocyte
71165,Tumor
71166,CD8 T cell
71167,Macrophage
71168,CD4 T cell
71169,Stromal / Fibroblast
71170,Macrophage
71171,CD4 T cell
71172,Tumor (Ki67+)
71173,Stromal / Fibroblast
71174,Macrophage
71175,Tumor
71176,Macrophage
71177,Vessel
71178,CD4 T cell
71179,Naive immune cell
71180,Tumor (Podo+)
71181,Tumor (Podo+)
71182,Macrophage
71183,Vessel
71184,Tumor (Ki67+)
71185,Naive immune cell
71186,Macrophage
71187,Vessel
71188,Tumor
71189,Stromal / Fibroblast
71190,B cell
71191,Tumor (Podo+)
71192,Lymph vessel
71193,Macrophage
71194,CD8 T cell
71195,Tumor (CD21+)
71196,CD8 T cell
71197,Vessel
71198,CD8 T cell
71199,Stromal / Fibroblast
71200,Tumor (CD20+)
71201,Tumor (CD15+)
71202,CD8 T cell
71203,Naive immune cell
71204,Macrophage
71205,B cell
71206,Tumor
71207,CD8 T cell
71208,Tumor (Ki67+)
71209,Tumor (Podo+)
71210,Tumor (Podo+)
71211,CD4 T cell
71212,Vessel
71213,Stromal / Fibroblast
71214,CD4 T cell
71215,CD4 T cell
71216,Naive immune cell
71217,Tumor (CD21+)
71218,Granulocyte
71219,APC
71220,Tumor
71221,B cell
71222,Vessel
71223,Tumor (Podo+)
71224,Naive immune cell
71225,Stromal / Fibroblast
71226,CD4 T cell
71227,Macrophage
71228,CD4 T cell
71229,B cell
71230,CD4 T cell
71231,Macrophage
71232,CD8 T cell
71233,Stromal / Fibroblast
71234,Macrophage
71235,CD4 T cell
71236,CD4 T cell
71237,Naive immune cell
71238,Macrophage
71239,APC
71240,Vessel
71241,CD4 T cell
71242,Tumor
71243,Tumor
71244,Vessel
71245,Tumor (Ki67+)
71246,Tumor (Podo+)
71247,CD4 T cell
71248,Granulocyte
71249,Macrophage
71250,Granulocyte
71251,CD4 T cell
71252,Tumor (Podo+)
71253,Tumor (Podo+)
71254,CD4 T cell
71255,Tumor (Podo+)
71256,Tumor (CD21+)
71257,Tumor (Ki67+)
71258,Macrophage
71259,Granulocyte
71260,CD8 T cell
71261,Tumor (Podo+)
71262,CD4 T cell
71263,Tumor (CD21+)
71264,CD8 T cell
71265,Tumor (Podo+)
71266,Granulocyte
71267,Macrophage
71268,CD8 T cell
71269,CD4 T cell
71270,CD8 T cell
71272,Macrophage
71273,APC
71274,Lymph vessel
71275,APC
71276,CD8 T cell
71277,Tumor (CD20+)
71278,Tumor (Podo+)
71279,Granulocyte
71280,CD8 T cell
71281,CD4 T cell
71282,Tumor (Podo+)
71283,Macrophage
71284,Macrophage
71285,CD8 T cell
71286,CD4 T cell
71287,Tumor
71288,Granulocyte
71289,CD8 T cell
71290,Tumor (CD15+)
71291,Granulocyte
71292,Macrophage
71293,Tumor (CD21+)
71294,Tumor (CD15+)
71295,Vessel
71296,Granulocyte
71297,Macrophage
71298,CD8 T cell
71299,Macrophage
71300,Macrophage
71301,Naive immune cell
71302,CD4 T cell
71303,Tumor (Podo+)
71304,Vessel
71305,APC
71306,CD4 T cell
71307,Tumor
71308,Tumor (CD15+)
71309,Tumor
71310,CD4 T cell
71311,Tumor (CD15+)
71312,CD8 T cell
71313,CD8 T cell
71314,Tumor (Podo+)
71315,CD8 T cell
71316,Tumor
71317,CD4 T cell
71318,Tumor (CD21+)
71319,CD4 T cell
71320,Macrophage
71321,Macrophage
71322,CD8 T cell
71323,Tumor (Podo+)
71324,CD8 T cell
71325,CD8 T cell
71326,CD4 T cell
71327,CD4 T cell
71328,Stromal / Fibroblast
71329,Vessel
71330,Granulocyte
71331,Tumor (Podo+)
71332,Granulocyte
71333,Vessel
71334,Granulocyte
71335,Stromal / Fibroblast
71336,Vessel
71337,Macrophage
71338,CD8 T cell
71339,CD4 T cell
71340,Macrophage
71341,Vessel
71342,Macrophage
71343,Macrophage
71344,Lymph vessel
71345,APC
71346,Tumor (Podo+)
71347,Stromal / Fibroblast
71348,Tumor (CD21+)
71349,Granulocyte
71350,Macrophage
71351,CD4 T cell
71352,CD4 T cell
71353,Tumor (Podo+)
71354,Vessel
71355,Tumor (CD21+)
71356,Granulocyte
71357,Macrophage
71358,Tumor
71359,Vessel
71360,Tumor (Podo+)
71361,Macrophage
71362,Granulocyte
71363,CD8 T cell
71364,CD4 T cell
71365,Tumor (Ki67+)
71366,Tumor (Podo+)
71367,CD4 T cell
71368,Tumor (Podo+)
71369,Macrophage
71370,Macrophage
71371,Macrophage
71372,Tumor
71373,Granulocyte
71374,Vessel
71375,CD4 T cell
71376,Tumor (Podo+)
71377,CD4 T cell
71378,Vessel
71379,Granulocyte
71380,CD4 T cell
71381,CD8 T cell
71382,Tumor (CD15+)
71383,Vessel
71384,Granulocyte
71385,Granulocyte
71386,CD8 T cell
71387,Tumor
71388,CD8 T cell
71389,Tumor (Podo+)
71390,Tumor (CD20+)
71391,Granulocyte
71392,CD4 T cell
71393,Stromal / Fibroblast
71394,Macrophage
71395,Granulocyte
71396,CD4 T cell
71397,Tumor (CD21+)
71398,Granulocyte
71399,CD8 T cell
71400,Granulocyte
71401,CD8 T cell
71402,Macrophage
71403,Vessel
71404,Macrophage
71405,Tumor
71406,Tumor (Podo+)
71407,CD4 T cell
71408,CD8 T cell
71409,Naive immune cell
71410,Tumor (Ki67+)
71411,Macrophage
71412,Vessel
71413,Granulocyte
71414,Vessel
71415,Granulocyte
71416,Tumor
71417,Granulocyte
71418,Macrophage
71419,Granulocyte
71420,CD4 T cell
71421,Stromal / Fibroblast
71422,Tumor
71423,Tumor (Ki67+)
71424,Macrophage
71425,Macrophage
71426,CD8 T cell
71427,Granulocyte
71428,Granulocyte
71429,Macrophage
71430,CD8 T cell
71431,Vessel
71432,CD4 T cell
71433,CD4 T cell
71434,Tumor (Ki67+)
71435,CD4 T cell
71436,CD4 T cell
71437,Granulocyte
71438,Stromal / Fibroblast
71439,Tumor (Ki67+)
71440,Tumor (Podo+)
71441,Macrophage
71442,Vessel
71443,CD4 T cell
71444,Tumor (Podo+)
71445,CD4 T cell
71446,Tumor (Ki67+)
71447,Granulocyte
71448,CD4 T cell
71449,Stromal / Fibroblast
71450,Tumor
71451,APC
71452,Vessel
71453,CD4 T cell
71454,Vessel
71455,Tumor (Podo+)
71456,Macrophage
71457,CD4 T cell
71458,CD8 T cell
71459,Vessel
71460,Granulocyte
71461,Granulocyte
71462,Granulocyte
71463,Tumor (Podo+)
71464,CD4 T cell
71465,Stromal / Fibroblast
71466,Stromal / Fibroblast
71467,Granulocyte
71468,Macrophage
71469,Tumor (Podo+)
71470,Naive immune cell
71471,CD4 T cell
71472,CD8 T cell
71473,Macrophage
71474,CD8 T cell
71475,Granulocyte
71476,Macrophage
71477,CD8 T cell
71478,CD8 T cell
71479,CD4 T cell
71480,CD8 T cell
71481,Tumor (Podo+)
71482,Tumor (CD21+)
71483,Stromal / Fibroblast
71484,Macrophage
71485,Granulocyte
71486,CD4 T cell
71487,CD8 T cell
71488,APC
71489,Naive immune cell
71490,Vessel
71491,Tumor (Podo+)
71492,Macrophage
71493,Vessel
71494,CD8 T cell
71495,CD4 T cell
71496,Macrophage
71497,Macrophage
71498,Stromal / Fibroblast
71499,CD4 T cell
71500,Vessel
71501,Granulocyte
71502,Granulocyte
71503,CD4 T cell
71504,Tumor (CD21+)
71505,Granulocyte
71506,Tumor (Podo+)
71507,CD4 T cell
71508,Granulocyte
71509,CD4 T cell
71510,B cell
71511,Macrophage
71512,CD4 T cell
71513,CD4 T cell
71514,CD4 T cell
71515,CD4 T cell
71516,Vessel
71517,CD8 T cell
71518,Stromal / Fibroblast
71519,Macrophage
71520,Stromal / Fibroblast
71521,Tumor (Podo+)
71522,APC
71523,Vessel
71524,Macrophage
71525,Tumor (Podo+)
71526,Macrophage
71527,Tumor
71528,Macrophage
71529,APC
71530,Granulocyte
71531,CD8 T cell
71532,CD8 T cell
71533,Tumor (Ki67+)
71534,Macrophage
71535,Macrophage
71536,CD4 T cell
71537,Stromal / Fibroblast
71538,CD4 T cell
71539,Naive immune cell
71540,CD4 T cell
71541,Vessel
71542,Vessel
71543,Tumor (Ki67+)
71544,Macrophage
71545,CD8 T cell
71546,CD8 T cell
71547,Stromal / Fibroblast
71548,CD4 T cell
71549,Tumor
71550,Stromal / Fibroblast
71551,Vessel
71552,Lymph vessel
71553,Tumor (Ki67+)
71554,Tumor (Ki67+)
71555,Macrophage
71556,Macrophage
71557,Macrophage
71558,CD4 T cell
71559,Vessel
71560,Granulocyte
71561,Macrophage
71562,Tumor
71563,CD4 T cell
71564,Tumor
71565,Vessel
71566,Tumor
71567,Tumor (CD15+)
71568,Macrophage
71569,Macrophage
71570,CD4 T cell
71572,Tumor (Podo+)
71573,Vessel
71574,Macrophage
71575,Naive immune cell
71576,Tumor (CD15+)
71577,Tumor (CD21+)
71578,Granulocyte
71579,Macrophage
71580,CD8 T cell
71581,CD4 T cell
71582,Tumor (Podo+)
71583,Tumor (CD21+)
71584,Granulocyte
71585,Granulocyte
71586,Naive immune cell
71587,Vessel
71588,Macrophage
71589,CD8 T cell
71590,Granulocyte
71591,Macrophage
71592,CD8 T cell
71593,Naive immune cell
71594,CD4 T cell
71595,Tumor (CD21+)
71596,Granulocyte
71597,Granulocyte
71598,Macrophage
71599,Vessel
71600,Granulocyte
71601,CD8 T cell
71602,CD4 T cell
71603,CD4 T cell
71604,Tumor
71605,Tumor (CD15+)
71606,Macrophage
71607,Tumor (CD21+)
71608,Stromal / Fibroblast
71609,CD4 T cell
71610,Macrophage
71611,CD4 T cell
71612,Macrophage
71613,CD4 T cell
71614,Stromal / Fibroblast
71615,Tumor
71616,CD4 T cell
71617,CD4 T cell
71618,Naive immune cell
71619,Macrophage
71620,APC
71621,Tumor
71622,Tumor (Podo+)
71623,Granulocyte
71624,CD8 T cell
71625,Stromal / Fibroblast
71626,Vessel
71627,CD4 T cell
71628,CD4 T cell
71629,CD8 T cell
71630,Tumor
71631,APC
71632,CD4 T cell
71633,CD4 T cell
71634,B cell
71635,Tumor (CD21+)
71636,Macrophage
71637,Macrophage
71638,CD4 T cell
71639,Tumor
71640,Tumor
71641,CD4 T cell
71642,CD8 T cell
71643,Vessel
71644,Stromal / Fibroblast
71645,Tumor (Ki67+)
71646,CD8 T cell
71647,Macrophage
71648,Stromal / Fibroblast
71649,Lymph vessel
71650,Granulocyte
71651,CD8 T cell
71652,Macrophage
71653,Lymph vessel
71654,CD8 T cell
71655,CD8 T cell
71656,CD8 T cell
71657,Tumor (Podo+)
71658,Macrophage
71659,CD8 T cell
71660,CD4 T cell
71661,CD4 T cell
71662,Stromal / Fibroblast
71663,Vessel
71664,CD8 T cell
71665,CD8 T cell
71666,Granulocyte
71667,CD4 T cell
71668,Granulocyte
71669,CD4 T cell
71670,Stromal / Fibroblast
71671,Macrophage
71672,CD8 T cell
71673,Tumor (Ki67+)
71674,Tumor (CD21+)
71675,Tumor (Podo+)
71676,Tumor (CD21+)
71677,Granulocyte
71678,Macrophage
71679,CD8 T cell
71680,Tumor (Podo+)
71681,Macrophage
71682,Vessel
71683,CD8 T cell
71684,Tumor (Podo+)
71685,Vessel
71686,CD4 T cell
71687,Stromal / Fibroblast
71688,CD8 T cell
71689,Macrophage
71690,Tumor
71691,CD4 T cell
71692,Tumor
71693,Granulocyte
71694,B cell
71695,Macrophage
71696,Granulocyte
71697,CD4 T cell
71698,Stromal / Fibroblast
71699,Lymph vessel
71700,CD8 T cell
71701,Tumor (Podo+)
71702,Tumor (CD15+)
71703,Vessel
71704,CD4 T cell
71705,Tumor (CD15+)
71706,Macrophage
71707,Macrophage
71708,CD4 T cell
71709,Stromal / Fibroblast
71710,Vessel
71711,Vessel
71712,Macrophage
71713,Granulocyte
71714,Macrophage
71715,CD8 T cell
71716,CD8 T cell
71717,Tumor (Podo+)
71718,Granulocyte
71719,Macrophage
71720,CD4 T cell
71721,Macrophage
71722,Vessel
71723,CD8 T cell
71724,Stromal / Fibroblast
71725,Granulocyte
71726,Granulocyte
71727,CD4 T cell
71728,Stromal / Fibroblast
71729,Macrophage
71730,Tumor (Ki67+)
71731,Granulocyte
71732,CD4 T cell
71733,CD8 T cell
71734,Vessel
71735,Tumor (Ki67+)
71736,Tumor (Podo+)
71737,Granulocyte
71738,CD4 T cell
71739,Stromal / Fibroblast
71740,CD4 T cell
71741,Tumor (Ki67+)
71743,Vessel
71744,Macrophage
71745,Granulocyte
71746,Granulocyte
71747,B cell
71748,Stromal / Fibroblast
71749,Stromal / Fibroblast
71750,Vessel
71751,CD4 T cell
71752,Tumor (Podo+)
71753,Tumor (CD21+)
71754,Tumor (Podo+)
71755,Macrophage
71756,Macrophage
71757,CD4 T cell
71758,Stromal / Fibroblast
71759,Macrophage
71760,Vessel
71761,Tumor
71762,Macrophage
71763,Tumor (Podo+)
71764,Vessel
71765,Tumor
71766,CD8 T cell
71767,Tumor (CD15+)
71768,Macrophage
71769,Macrophage
71770,CD4 T cell
71771,Tumor (CD20+)
71772,Granulocyte
71773,Tumor
71774,CD8 T cell
71775,Granulocyte
71776,Granulocyte
71777,Macrophage
71778,CD4 T cell
71779,Granulocyte
71780,Macrophage
71781,Tumor
71782,Tumor (Ki67+)
71783,Vessel
71784,B cell
71785,CD4 T cell
71786,Vessel
71787,CD8 T cell
71788,CD8 T cell
71789,Tumor (Podo+)
71790,Granulocyte
71791,CD8 T cell
71792,Lymph vessel
71793,Stromal / Fibroblast
71794,Vessel
71795,Tumor (Podo+)
71796,Tumor (Podo+)
71797,Tumor (Podo+)
71798,Granulocyte
71799,CD8 T cell
71801,Stromal / Fibroblast
71802,Tumor (Ki67+)
71803,Tumor (CD20+)
71804,Tumor
71805,CD4 T cell
71806,Macrophage
71807,Granulocyte
71808,Stromal / Fibroblast
71809,Tumor (Podo+)
71810,Tumor (CD20+)
71811,Tumor (CD21+)
71812,Macrophage
71813,CD4 T cell
71814,CD4 T cell
71815,Vessel
71816,CD4 T cell
71817,Tumor (CD21+)
71818,Vessel
71819,Granulocyte
71820,CD4 T cell
71821,Tumor (Podo+)
71823,Granulocyte
71824,Vessel
71825,CD4 T cell
71826,Stromal / Fibroblast
71827,Granulocyte
71828,Granulocyte
71829,Tumor
71830,Granulocyte
71831,Granulocyte
71832,Macrophage
71833,Macrophage
71834,CD8 T cell
71835,CD8 T cell
71836,Vessel
71837,Tumor (Podo+)
71838,Tumor
71839,Granulocyte
71840,Granulocyte
71841,CD4 T cell
71842,CD4 T cell
71843,Tumor (Podo+)
71844,Stromal / Fibroblast
71845,Granulocyte
71846,Granulocyte
71847,Macrophage
71848,Tumor
71849,Macrophage
71850,Macrophage
71851,CD8 T cell
71852,B cell
71853,Macrophage
71854,Vessel
71855,Tumor (CD21+)
71856,Tumor (CD15+)
71857,CD4 T cell
71858,Stromal / Fibroblast
71859,Macrophage
71860,Tumor (CD21+)
71861,Tumor
71862,Vessel
71863,Tumor (Ki67+)
71864,Vessel
71865,Tumor (CD21+)
71866,Stromal / Fibroblast
71867,Macrophage
71868,Macrophage
71869,Macrophage
71870,CD4 T cell
71871,CD4 T cell
71872,Tumor
71873,CD8 T cell
71874,Granulocyte
71875,Macrophage
71876,Macrophage
71877,CD4 T cell
71878,Stromal / Fibroblast
71879,CD4 T cell
71880,Macrophage
71881,CD4 T cell
71882,Tumor (Ki67+)
71883,Tumor (CD20+)
71884,Macrophage
71885,Tumor (Podo+)
